FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,G0
123,5499.691456,2,42364682.688,0.0360959184432786
124,5499.724768,2,42364716.0064,0.0361507980801429
125,5499.75808,2,42364749.44,0.0361545187334896
126,5499.791456,2,42364782.6432,0.0362038173903337
127,5499.824768,2,42364816.064,0.0361656806935298
128,5499.85808,2,42364849.344,0.0361331249767459
129,5499.891456,2,42364882.7776,0.0360680135431782
130,5499.924736,2,42364916.0192,0.0361526584068162
131,5499.95808,2,42364949.504,0.0361294043233992
132,5499.991456,2,42364982.7968,0.0361442869367861
133,5500.024736,2,42365016.1024,0.0361191725266957
134,5500.05808,2,42365049.472,0.0361666108568665
135,5500.091456,2,42365082.816,0.0360642928898314
136,5500.124736,2,42365116.1472,0.036056851583138
137,5500.15808,2,42365149.504,0.0359908099862336
138,5500.191392,2,42365182.7968,0.0359666257394799
139,5500.224736,2,42365216.1152,0.0359861591695502
140,5500.25808,2,42365249.5232,0.0360270863563642
141,5500.291392,2,42365282.8672,0.0360010417829371
142,5500.324736,2,42365316.1472,0.0359712765561633
143,5500.35808,2,42365349.376,0.0359833686795401
144,5500.391392,2,42365382.8096,0.0360308070097109
145,5500.424736,2,42365416.0512,0.0361331249767459
146,5500.458048,2,42365449.5104,0.0361275439967258
147,5500.491392,2,42365482.8288,0.0360122037429773
148,5500.524736,2,42365516.1472,0.0360884771365852
149,5500.558048,2,42365549.3632,0.0360168545596607
150,5500.591392,2,42365582.7072,0.0359126762659523
151,5500.624704,2,42365616.1408,0.0359256985526658
152,5500.658048,2,42365649.4976,0.035895933325892
153,5500.691392,2,42365682.8416,0.0358987238159021
154,5500.724704,2,42365716.1984,0.0358122186255907
155,5500.758048,2,42365749.3888,0.0357871042155002
156,5500.791392,2,42365782.7968,0.0358094281355806
157,5500.824704,2,42365816.2048,0.0357843137254902
158,5500.858048,2,42365849.5616,0.0357257134352792
159,5500.89136,2,42365882.8544,0.0357461770286862
160,5500.924704,2,42365916.1984,0.0357424563753395
161,5500.958048,2,42365949.4912,0.035609443018194
162,5500.99136,2,42365982.8736,0.0356931577184954
163,5501.024704,2,42366016.1792,0.0356178144882241
164,5501.058048,2,42366049.536,0.0356168843248875
165,5501.09136,2,42366082.8672,0.0355973508948171
166,5501.124704,2,42366116.2112,0.0356978085351788
167,5501.158048,2,42366149.5424,0.0356513003683447
168,5501.19136,2,42366182.7712,0.0355610745246865
169,5501.224704,2,42366216.192,0.0356103731815307
170,5501.258016,2,42366249.4848,0.0355927000781337
171,5501.29136,2,42366282.7776,0.0355722364847267
172,5501.324704,2,42366316.1088,0.035670833798415
173,5501.358016,2,42366349.5424,0.0357554786620531
174,5501.39136,2,42366382.8992,0.0359098857759423
175,5501.424672,2,42366416.2432,0.0360084830896305
176,5501.458016,2,42366449.5488,0.0360019719462738
177,5501.49136,2,42366482.9312,0.0360838263199018
178,5501.524672,2,42366516.2368,0.0360763850132083
179,5501.558016,2,42366549.4912,0.0360810358298917
180,5501.59136,2,42366582.912,0.0362363731071176
181,5501.624672,2,42366616.256,0.0361982364103137
182,5501.658016,2,42366649.6,0.0362112586970272
183,5501.69136,2,42366682.9312,0.0361396361201027
184,5501.724672,2,42366716.2368,0.0361061502399821
185,5501.758016,2,42366749.4656,0.0361880046136102
186,5501.791328,2,42366783.0016,0.0360317371730476
187,5501.824672,2,42366816.256,0.0360233657030175
188,5501.858016,2,42366849.6128,0.036033597499721
189,5501.891328,2,42366882.8288,0.0360233657030175
190,5501.924672,2,42366916.2624,0.0359443018193995
191,5501.957984,2,42366949.4912,0.0359991814562637
192,5501.991328,2,42366982.8736,0.0360066227629572
193,5502.024672,2,42367016.1536,0.0359154667559624
194,5502.057984,2,42367049.6128,0.0358438441790378
195,5502.091328,2,42367082.9568,0.035872679242475
196,5502.124672,2,42367116.3008,0.0358773300591584
197,5502.157984,2,42367149.5552,0.0358401235256911
198,5502.191328,2,42367182.8352,0.0357787327454701
199,5502.22464,2,42367216.256,0.0357452468653496
200,5502.257984,2,42367249.4976,0.0357629199687465
201,5502.291328,2,42367282.9568,0.0356903672284853
202,5502.32464,2,42367316.288,0.0356689734717416
203,5502.357984,2,42367349.6448,0.0356429288983145
204,5502.391296,2,42367382.9888,0.0355824682814302
205,5502.42464,2,42367416.2816,0.0355201473378725
206,5502.457984,2,42367449.6512,0.0355145663578524
207,5502.491296,2,42367482.8672,0.0354299214942144
208,5502.52464,2,42367516.3008,0.0355024742344756
209,5502.557984,2,42367549.6576,0.0354401532909179
210,5502.591296,2,42367582.8864,0.0354643375376716
211,5502.62464,2,42367616.2944,0.035302489117089
212,5502.657984,2,42367649.5488,0.0353322543438628
213,5502.691296,2,42367683.008,0.0352485396435614
214,5502.72464,2,42367716.3392,0.0352857461770287
215,5502.757952,2,42367749.4784,0.0352243553968077
216,5502.791296,2,42367783.0272,0.0351862187000037
217,5502.82464,2,42367816.2816,0.0351452915131897
218,5502.857952,2,42367849.5488,0.03516482494326
219,5502.891296,2,42367882.8544,0.0351573836365666
220,5502.92464,2,42367916.3008,0.035039252892808
221,5502.957952,2,42367949.6192,0.0351666852699334
222,5502.991296,2,42367982.912,0.035062506976225
223,5503.02464,2,42368016.2176,0.0350578561595416
224,5503.057984,2,42368049.6768,0.035001116196004
225,5503.091328,2,42368083.072,0.0350280909327678
226,5503.12464,2,42368116.352,0.0350690181195818
227,5503.157984,2,42368149.7472,0.0350271607694311
228,5503.191328,2,42368183.0272,0.0350029765226774
229,5503.22464,2,42368216.3584,0.0349853034192804
230,5503.257984,2,42368249.7152,0.0349434460691297
231,5503.291296,2,42368283.0336,0.0349611191725267
232,5503.32464,2,42368316.3904,0.0349453063958031
233,5503.357984,2,42368349.6064,0.0349304237824162
234,5503.391296,2,42368383.0016,0.0349564683558433
235,5503.42464,2,42368416.3968,0.0348290359787179
236,5503.457984,2,42368449.6128,0.0348671726755218
237,5503.491296,2,42368483.0592,0.0347974104252707
238,5503.52464,2,42368516.352,0.0348801949622354
239,5503.557952,2,42368549.6832,0.0348653123488485
240,5503.591296,2,42368583.0528,0.0349508873758232
241,5503.62464,2,42368616.3968,0.0349760017859136
242,5503.657952,2,42368649.7536,0.0350439037094914
243,5503.691296,2,42368683.1488,0.0350904118763255
244,5503.72464,2,42368716.3136,0.0351806377199836
245,5503.757952,2,42368749.7984,0.0351155262864159
246,5503.791296,2,42368782.9632,0.0351983108233806
247,5503.824608,2,42368816.3968,0.0351118056330692
248,5503.857952,2,42368849.6384,0.0352066822934107
249,5503.891296,2,42368883.0848,0.035267142910295
250,5503.924608,2,42368916.4672,0.0351462216765264
251,5503.957952,2,42368949.7216,0.0351945901700339
252,5503.991296,2,42368983.0912,0.0352085426200841
253,5504.024608,2,42369016.32,0.0351750567399635
254,5504.057952,2,42369049.6512,0.035264352420285
255,5504.091264,2,42369082.9312,0.0353480671205864
256,5504.124608,2,42369116.4544,0.035322952710496
257,5504.157952,2,42369149.6448,0.0354215500241842
258,5504.191264,2,42369183.1424,0.0354317818208877
259,5504.224608,2,42369216.4736,0.0354875916210887
260,5504.257952,2,42369249.664,0.0354475945976113
261,5504.291264,2,42369283.1104,0.035404807084124
262,5504.324608,2,42369316.4544,0.0354792201510585
263,5504.357952,2,42369349.8368,0.0355061948878223
264,5504.391264,2,42369383.1296,0.0354429437809279
265,5504.424608,2,42369416.4864,0.0354773598243852
266,5504.45792,2,42369449.8176,0.0354754994977118
267,5504.491264,2,42369483.1488,0.0354401532909179
268,5504.524608,2,42369516.48,0.0352987684637422
269,5504.55792,2,42369549.6832,0.0353676005506567
270,5504.591264,2,42369583.0144,0.0353992261041039
271,5504.624576,2,42369616.3968,0.0353769021840235
272,5504.65792,2,42369649.6768,0.0353173717304759
273,5504.691264,2,42369683.1872,0.0352745842169885
274,5504.724576,2,42369716.4032,0.0353331845071995
275,5504.75792,2,42369749.8752,0.0353694608773301
276,5504.791264,2,42369783.168,0.0354736391710384
277,5504.824576,2,42369816.5248,0.0352448189902147
278,5504.85792,2,42369849.856,0.0353592290806266
279,5504.891264,2,42369883.0464,0.0352941176470588
280,5504.924576,2,42369916.3648,0.0354364326375712
281,5504.95792,2,42369949.7216,0.0354392231275812
282,5504.991232,2,42369983.104,0.0353471369572497
283,5505.024576,2,42370016.448,0.0353769021840235
284,5505.05792,2,42370049.8304,0.035404807084124
285,5505.091232,2,42370083.0464,0.035425270677531
286,5505.124576,2,42370116.3904,0.035428061167541
287,5505.157888,2,42370149.7216,0.0354792201510585
288,5505.191232,2,42370183.1552,0.0353824831640436
289,5505.224576,2,42370216.5504,0.0354829408044053
290,5505.257888,2,42370249.8688,0.0354903821110987
291,5505.291232,2,42370283.0976,0.035489451947762
292,5505.324576,2,42370316.5312,0.0355043345611489
293,5505.357888,2,42370349.8496,0.035468988354355
294,5505.391232,2,42370383.232,0.0355564237080031
295,5505.424544,2,42370416.4224,0.0354931726011088
296,5505.457888,2,42370449.8688,0.0354410834542546
297,5505.491232,2,42370483.136,0.0354224801875209
298,5505.524544,2,42370516.5824,0.0354587565576515
299,5505.557888,2,42370549.7984,0.0353406258138929
300,5505.591232,2,42370583.1168,0.0354085277374707
301,5505.624544,2,42370616.6272,0.0354131785541541
302,5505.657888,2,42370649.7408,0.0353964356140938
303,5505.691232,2,42370683.1104,0.0353117907504558
304,5505.724544,2,42370716.4416,0.0354215500241842
305,5505.757888,2,42370749.8624,0.0354438739442646
306,5505.7912,2,42370783.2064,0.0354364326375712
307,5505.824544,2,42370816.4224,0.0354038769207873
308,5505.857888,2,42370849.9072,0.0354857312944153
309,5505.8912,2,42370883.264,0.0353945752874205
310,5505.924544,2,42370916.4672,0.0354299214942144
311,5505.957856,2,42370949.9136,0.0353713212040034
312,5505.9912,2,42370983.2448,0.0353238828738326
313,5506.024544,2,42371016.4736,0.035428061167541
314,5506.057856,2,42371049.92,0.0354550359043048
315,5506.0912,2,42371083.2768,0.0353824831640436
316,5506.124544,2,42371116.5952,0.0354531755776314
317,5506.157856,2,42371149.9136,0.0354754994977118
318,5506.1912,2,42371183.1296,0.0353945752874205
319,5506.224512,2,42371216.6272,0.0354838709677419
320,5506.257856,2,42371249.9968,0.0354820106410686
321,5506.2912,2,42371283.264,0.0354271310042043
322,5506.324512,2,42371316.4416,0.0355936302414704
323,5506.357856,2,42371349.8496,0.0356243256315809
324,5506.3912,2,42371383.1296,0.0356382780816311
325,5506.424512,2,42371416.4736,0.0356289764482643
326,5506.457856,2,42371449.8304,0.0356271161215909
327,5506.491168,2,42371483.3152,0.0356206049782342
328,5506.524512,2,42371516.4544,0.0355796777914202
329,5506.557856,2,42371549.9136,0.0356103731815307
330,5506.591168,2,42371583.168,0.0355582840346765
331,5506.624512,2,42371616.4864,0.0356224653049075
332,5506.657856,2,42371649.9456,0.0355582840346765
333,5506.691168,2,42371683.2896,0.0355927000781337
334,5506.724512,2,42371716.5952,0.0355740968114001
335,5506.757824,2,42371749.9392,0.0355815381180935
336,5506.791168,2,42371783.3088,0.0355378204412695
337,5506.824512,2,42371816.4992,0.0354820106410686
338,5506.857824,2,42371849.9968,0.0355210775012092
339,5506.891168,2,42371883.3024,0.0354289913308777
340,5506.924512,2,42371916.672,0.0354066674107973
341,5506.957824,2,42371949.952,0.035387133980727
342,5506.991168,2,42371983.3344,0.0354438739442646
343,5507.024544,2,42372016.6656,0.035325743200506
344,5507.057856,2,42372049.856,0.0353359749972095
345,5507.0912,2,42372083.2,0.035425270677531
346,5507.124512,2,42372116.48,0.0354475945976113
347,5507.157856,2,42372149.8624,0.035507125051159
348,5507.1912,2,42372183.1808,0.0354494549242847
349,5507.224512,2,42372216.6784,0.0354206198608476
350,5507.257856,2,42372249.8816,0.0354606168843249
351,5507.291168,2,42372283.3024,0.0354289913308777
352,5507.324512,2,42372316.672,0.0354085277374707
353,5507.357856,2,42372350.0288,0.0354643375376716
354,5507.391168,2,42372383.3344,0.035387133980727
355,5507.424512,2,42372416.5632,0.035322952710496
356,5507.457856,2,42372449.8688,0.0354289913308777
357,5507.491168,2,42372483.3536,0.0352773747069986
358,5507.524512,2,42372516.5824,0.035302489117089
359,5507.557856,2,42372550.016,0.0353731815306768
360,5507.591168,2,42372583.424,0.0352717937269785
361,5507.624512,2,42372616.7552,0.0352113331100941
362,5507.657824,2,42372650.0096,0.0352457491535514
363,5507.691168,2,42372683.2512,0.0352838858503553
364,5507.724512,2,42372716.672,0.035182498046657
365,5507.757824,2,42372749.9264,0.0352550507869182
366,5507.791168,2,42372783.3728,0.0351973806600439
367,5507.82448,2,42372816.7168,0.0352187744167876
368,5507.857824,2,42372849.92,0.0351694757599434
369,5507.891168,2,42372883.392,0.0351713360866168
370,5507.92448,2,42372916.7232,0.0352159839267775
371,5507.957824,2,42372950.0416,0.0351480820031998
372,5507.991168,2,42372983.4112,0.0351880790266771
373,5508.02448,2,42373016.5888,0.0352271458868177
374,5508.057824,2,42373049.9456,0.0352224950701343
375,5508.091136,2,42373083.264,0.0351778472299736
376,5508.12448,2,42373116.6976,0.035241098336868
377,5508.157824,2,42373149.9392,0.0351499423298731
378,5508.191136,2,42373183.2832,0.0351015738363657
379,5508.22448,2,42373216.704,0.035121107266436
380,5508.257792,2,42373249.9968,0.0351118056330692
381,5508.291136,2,42373283.4176,0.0350876213863154
382,5508.32448,2,42373316.736,0.0350113479927075
383,5508.357792,2,42373350.1312,0.035042043382818
384,5508.391136,2,42373383.4496,0.0351164564497526
385,5508.42448,2,42373416.7936,0.0349564683558433
386,5508.457792,2,42373450.112,0.0350439037094914
387,5508.491136,2,42373483.4048,0.0350913420396622
388,5508.52448,2,42373516.6336,0.0350327417494512
389,5508.557792,2,42373550.0672,0.0351099453063958
390,5508.591136,2,42373583.2448,0.0351099453063958
391,5508.624448,2,42373616.576,0.035202961640064
392,5508.657792,2,42373650.0608,0.0351694757599434
393,5508.691136,2,42373683.4304,0.0352541206235815
394,5508.724448,2,42373716.7488,0.0352420285002046
395,5508.757792,2,42373750.1568,0.0352597016036016
396,5508.791136,2,42373783.3344,0.0352587714402649
397,5508.824448,2,42373816.64,0.0352680730736317
398,5508.857792,2,42373849.9328,0.0352215649067976
399,5508.891104,2,42373883.4432,0.0352857461770287
400,5508.924448,2,42373916.736,0.0351425010231797
401,5508.957792,2,42373950.08,0.03516482494326
402,5508.991104,2,42373983.3856,0.0351090151430591
403,5509.024448,2,42374016.8576,0.0351276184097928
404,5509.057792,2,42374050.0736,0.0351583137999033
405,5509.091104,2,42374083.52,0.0351015738363657
406,5509.124448,2,42374116.8384,0.0350532053428582
407,5509.15776,2,42374150.1312,0.0350569259962049
408,5509.191104,2,42374183.5904,0.0350039066860141
409,5509.224448,2,42374216.8448,0.0349871637459538
410,5509.25776,2,42374250.048,0.0348839156155821
411,5509.291104,2,42374283.5328,0.0349704208058935
412,5509.324448,2,42374316.7104,0.0349080998623358
413,5509.35776,2,42374350.016,0.0349136808423559
414,5509.391104,2,42374383.3856,0.0349918145626372
415,5509.424416,2,42374416.8192,0.034998325705994
416,5509.45776,2,42374450.0352,0.0349099601890092
417,5509.491104,2,42374483.3536,0.0349257729657328
418,5509.524416,2,42374516.8512,0.0348625218588384
419,5509.55776,2,42374550.1824,0.034837407448748
420,5509.591104,2,42374583.488,0.034896007738959
421,5509.624416,2,42374616.6912,0.0348978680656323
422,5509.65776,2,42374650.0608,0.0349341444357629
423,5509.691104,2,42374683.3536,0.0348718234922052
424,5509.724416,2,42374716.8512,0.034939725415783
425,5509.75776,2,42374750.2464,0.034977862112587
426,5509.791072,2,42374783.5264,0.0348727536555419
427,5509.824416,2,42374816.8576,0.0348969379022956
428,5509.85776,2,42374850.1504,0.0349536778658332
429,5509.891072,2,42374883.5584,0.0350280909327678
430,5509.924416,2,42374916.8896,0.0350448338728281
431,5509.957728,2,42374950.208,0.0349825129292704
432,5509.991072,2,42374983.616,0.0349918145626372
433,5510.024416,2,42375016.768,0.0349750716225769
434,5510.057728,2,42375050.2272,0.0349722811325669
435,5510.091072,2,42375083.5328,0.0349415857424564
436,5510.124416,2,42375116.7616,0.0348746139822153
437,5510.157728,2,42375150.1696,0.0348839156155821
438,5510.191072,2,42375183.5392,0.0348690330021952
439,5510.224384,2,42375216.7552,0.0348894965956022
440,5510.257728,2,42375250.0992,0.0348662425121851
441,5510.291072,2,42375283.5456,0.034901588718979
442,5510.324384,2,42375316.8896,0.0348002009152807
443,5510.357728,2,42375350.0928,0.0348225248353611
444,5510.391072,2,42375383.4112,0.0347657848718235
445,5510.424384,2,42375416.768,0.0348494995721249
446,5510.457728,2,42375450.1248,0.0348067120586375
447,5510.491072,2,42375483.584,0.0347313688283663
448,5510.524384,2,42375516.9024,0.0346876511515422
449,5510.557728,2,42375550.208,0.0347704356885069
450,5510.59104,2,42375583.5392,0.0346820701715221
451,5510.624384,2,42375616.9216,0.0347471816050899
452,5510.657728,2,42375650.2784,0.0347639245451501
453,5510.69104,2,42375683.5712,0.0346867209882055
454,5510.724384,2,42375716.9408,0.0346709082114819
455,5510.757696,2,42375750.2336,0.0347499720950999
456,5510.79104,2,42375783.6288,0.034737879971723
457,5510.824384,2,42375816.9344,0.0348253153253711
458,5510.857696,2,42375850.1504,0.0347248576850095
459,5510.89104,2,42375883.584,0.0347518324217733
460,5510.924384,2,42375916.8256,0.0348132232019943
461,5510.957696,2,42375950.1952,0.0347564832384567
462,5510.99104,2,42375983.488,0.0347825278118838
463,5511.024384,2,42376016.9856,0.0347322989917029
464,5511.057728,2,42376050.24,0.0347704356885069
465,5511.091072,2,42376083.4816,0.0348318264687279
466,5511.124384,2,42376116.8384,0.0348299661420545
467,5511.157728,2,42376150.2592,0.0348002009152807
468,5511.19104,2,42376183.5648,0.0348048517319641
469,5511.224384,2,42376216.9728,0.0347509022584366
470,5511.257728,2,42376250.2272,0.0348950775756223
471,5511.291072,2,42376283.5712,0.0349629794992001
472,5511.324384,2,42376316.9536,0.0348904267589389
473,5511.357728,2,42376350.3744,0.0350169289727276
474,5511.39104,2,42376383.616,0.0350243702794211
475,5511.424384,2,42376416.9984,0.035141570859843
476,5511.457728,2,42376450.2016,0.0351294787364661
477,5511.49104,2,42376483.6608,0.0351145961230792
478,5511.524384,2,42376516.992,0.0351555233098932
479,5511.557696,2,42376550.2976,0.0349787922759237
480,5511.59104,2,42376583.5392,0.0351155262864159
481,5511.624384,2,42376616.9856,0.0351313390631395
482,5511.657696,2,42376650.2912,0.0351043643263757
483,5511.69104,2,42376683.52,0.0350569259962049
484,5511.724384,2,42376716.864,0.0351294787364661
485,5511.757696,2,42376750.1952,0.0351145961230792
486,5511.79104,2,42376783.6416,0.0351136659597425
487,5511.824352,2,42376816.896,0.03495739851918
488,5511.857696,2,42376850.1632,0.0349155411690293
489,5511.89104,2,42376883.5072,0.0349592588458533
490,5511.924352,2,42376917.0432,0.0350532053428582
491,5511.957696,2,42376950.2848,0.0349918145626372
492,5511.99104,2,42376983.5648,0.0349992558693307
493,5512.024352,2,42377017.0368,0.0348625218588384
494,5512.057696,2,42377050.3168,0.0348857759422555
495,5512.091008,2,42377083.6736,0.0348774044722253
496,5512.124352,2,42377117.0688,0.0349071696989991
497,5512.157696,2,42377150.2464,0.034860661532165
498,5512.191008,2,42377183.7056,0.0348206645086877
499,5512.224352,2,42377216.9984,0.0347825278118838
500,5512.257696,2,42377250.368,0.0347974104252707
501,5512.291008,2,42377283.6608,0.03475834356513
502,5512.324352,2,42377317.056,0.0347248576850095
503,5512.357664,2,42377350.3744,0.0347564832384567
504,5512.391008,2,42377383.5776,0.0348308963053912
505,5512.424352,2,42377416.8832,0.0347434609517431
506,5512.457664,2,42377450.3424,0.0347360196450497
507,5512.491008,2,42377483.5968,0.0347509022584366
508,5512.524352,2,42377516.928,0.0347509022584366
509,5512.557664,2,42377550.2336,0.0347481117684265
510,5512.591008,2,42377583.6032,0.0346634669047885
511,5512.624352,2,42377616.9216,0.034776016668527
512,5512.657664,2,42377650.3936,0.0347332291550396
513,5512.691008,2,42377683.712,0.0346755590281653
514,5512.72432,2,42377717.0688,0.0347211370316628
515,5512.757664,2,42377750.3872,0.0346792796815121
516,5512.791008,2,42377783.7824,0.0346802098448488
517,5512.82432,2,42377817.1136,0.0347062544182759
518,5512.857664,2,42377850.4064,0.0346913718048889
519,5512.890976,2,42377883.7632,0.0347574134017934
520,5512.92432,2,42377917.0944,0.0347118353982959
521,5512.957664,2,42377950.3616,0.0347081147449492
522,5512.990976,2,42377983.7696,0.0347797373218737
523,5513.02432,2,42378016.9984,0.0348281058153812
524,5513.057632,2,42378050.3808,0.034857871042155
525,5513.090976,2,42378083.7248,0.0348160136920043
526,5513.12432,2,42378117.0944,0.034860661532165
527,5513.157632,2,42378150.3104,0.0348467090821148
528,5513.190976,2,42378183.7824,0.0348634520221751
529,5513.22432,2,42378217.1264,0.0348336867954013
530,5513.257632,2,42378250.496,0.0348885664322655
531,5513.290976,2,42378283.6608,0.0348839156155821
532,5513.324288,2,42378316.9792,0.034796480261934
533,5513.357632,2,42378350.4128,0.0348522900621349
534,5513.390976,2,42378383.6672,0.0348290359787179
535,5513.42432,2,42378417.0368,0.0348355471220746
536,5513.457632,2,42378450.3168,0.0348160136920043
537,5513.490976,2,42378483.6992,0.0349508873758232
538,5513.524288,2,42378517.12,0.0349629794992001
539,5513.557632,2,42378550.4512,0.0349443762324664
540,5513.590976,2,42378583.7824,0.0349229824757227
