mean_calcium_2min,mean_calcium_5min,mean_zscore_2min,mean_zscore_5min,auc_calcium_2min,auc_calcium_5min,auc_zscore_2min,auc_zscore_5min
0.00241404057585258,0.00567377487837543,-0.234805850287441,0.0921459337858056,8.68851191125514,51.0582029738139,-845.028153294183,829.211513309867
